image_id,label,image_path,parent_id,pixel_bounds
patch-3399-2805-3432-2838-#map_189244470.png#.png,no_boundary,./patches_50_meters/patch-3399-2805-3432-2838-#map_189244470.png#.png,map_189244470.png,"(3399, 2805, 3432, 2838)"
patch-396-1848-429-1881-#map_189244491.png#.png,no_boundary,./patches_50_meters/patch-396-1848-429-1881-#map_189244491.png#.png,map_189244491.png,"(396, 1848, 429, 1881)"
patch-693-3300-726-3333-#map_189244491.png#.png,no_boundary,./patches_50_meters/patch-693-3300-726-3333-#map_189244491.png#.png,map_189244491.png,"(693, 3300, 726, 3333)"
patch-858-2640-891-2673-#map_189244491.png#.png,no_boundary,./patches_50_meters/patch-858-2640-891-2673-#map_189244491.png#.png,map_189244491.png,"(858, 2640, 891, 2673)"
patch-2277-2046-2310-2079-#map_189244491.png#.png,boundary,./patches_50_meters/patch-2277-2046-2310-2079-#map_189244491.png#.png,map_189244491.png,"(2277, 2046, 2310, 2079)"
patch-2607-1353-2640-1386-#map_189244491.png#.png,no_boundary,./patches_50_meters/patch-2607-1353-2640-1386-#map_189244491.png#.png,map_189244491.png,"(2607, 1353, 2640, 1386)"
patch-2673-1914-2706-1947-#map_189244491.png#.png,boundary,./patches_50_meters/patch-2673-1914-2706-1947-#map_189244491.png#.png,map_189244491.png,"(2673, 1914, 2706, 1947)"
patch-3003-3069-3036-3102-#map_189244491.png#.png,no_boundary,./patches_50_meters/patch-3003-3069-3036-3102-#map_189244491.png#.png,map_189244491.png,"(3003, 3069, 3036, 3102)"
patch-3102-1188-3135-1221-#map_189244491.png#.png,boundary,./patches_50_meters/patch-3102-1188-3135-1221-#map_189244491.png#.png,map_189244491.png,"(3102, 1188, 3135, 1221)"
patch-3135-1254-3168-1287-#map_189244491.png#.png,no_boundary,./patches_50_meters/patch-3135-1254-3168-1287-#map_189244491.png#.png,map_189244491.png,"(3135, 1254, 3168, 1287)"
patch-3234-2706-3267-2739-#map_189244491.png#.png,boundary,./patches_50_meters/patch-3234-2706-3267-2739-#map_189244491.png#.png,map_189244491.png,"(3234, 2706, 3267, 2739)"
patch-99-1353-132-1386-#map_189244530.png#.png,no_boundary,./patches_50_meters/patch-99-1353-132-1386-#map_189244530.png#.png,map_189244530.png,"(99, 1353, 132, 1386)"
patch-132-2277-165-2310-#map_189244530.png#.png,boundary,./patches_50_meters/patch-132-2277-165-2310-#map_189244530.png#.png,map_189244530.png,"(132, 2277, 165, 2310)"
patch-165-1980-198-2013-#map_189244530.png#.png,no_boundary,./patches_50_meters/patch-165-1980-198-2013-#map_189244530.png#.png,map_189244530.png,"(165, 1980, 198, 2013)"
patch-297-3366-330-3399-#map_189244530.png#.png,boundary,./patches_50_meters/patch-297-3366-330-3399-#map_189244530.png#.png,map_189244530.png,"(297, 3366, 330, 3399)"
patch-990-1650-1023-1683-#map_189244530.png#.png,no_boundary,./patches_50_meters/patch-990-1650-1023-1683-#map_189244530.png#.png,map_189244530.png,"(990, 1650, 1023, 1683)"
patch-2244-2343-2277-2376-#map_189244530.png#.png,no_boundary,./patches_50_meters/patch-2244-2343-2277-2376-#map_189244530.png#.png,map_189244530.png,"(2244, 2343, 2277, 2376)"
patch-3036-3069-3069-3102-#map_189244530.png#.png,no_boundary,./patches_50_meters/patch-3036-3069-3069-3102-#map_189244530.png#.png,map_189244530.png,"(3036, 3069, 3069, 3102)"
patch-132-264-165-297-#map_189244782.png#.png,no_boundary,./patches_50_meters/patch-132-264-165-297-#map_189244782.png#.png,map_189244782.png,"(132, 264, 165, 297)"
patch-132-1056-165-1089-#map_189244782.png#.png,no_boundary,./patches_50_meters/patch-132-1056-165-1089-#map_189244782.png#.png,map_189244782.png,"(132, 1056, 165, 1089)"
patch-1221-2739-1254-2772-#map_189244782.png#.png,no_boundary,./patches_50_meters/patch-1221-2739-1254-2772-#map_189244782.png#.png,map_189244782.png,"(1221, 2739, 1254, 2772)"
patch-1650-2739-1683-2772-#map_189244782.png#.png,no_boundary,./patches_50_meters/patch-1650-2739-1683-2772-#map_189244782.png#.png,map_189244782.png,"(1650, 2739, 1683, 2772)"
patch-1914-759-1947-792-#map_189244782.png#.png,no_boundary,./patches_50_meters/patch-1914-759-1947-792-#map_189244782.png#.png,map_189244782.png,"(1914, 759, 1947, 792)"
patch-2178-2409-2211-2442-#map_189244782.png#.png,no_boundary,./patches_50_meters/patch-2178-2409-2211-2442-#map_189244782.png#.png,map_189244782.png,"(2178, 2409, 2211, 2442)"
patch-528-2904-561-2937-#map_189244791.png#.png,no_boundary,./patches_50_meters/patch-528-2904-561-2937-#map_189244791.png#.png,map_189244791.png,"(528, 2904, 561, 2937)"
patch-825-990-858-1023-#map_189244791.png#.png,boundary,./patches_50_meters/patch-825-990-858-1023-#map_189244791.png#.png,map_189244791.png,"(825, 990, 858, 1023)"
patch-924-1353-957-1386-#map_189244791.png#.png,boundary,./patches_50_meters/patch-924-1353-957-1386-#map_189244791.png#.png,map_189244791.png,"(924, 1353, 957, 1386)"
patch-1023-3498-1056-3531-#map_189244791.png#.png,boundary,./patches_50_meters/patch-1023-3498-1056-3531-#map_189244791.png#.png,map_189244791.png,"(1023, 3498, 1056, 3531)"
patch-1287-2607-1320-2640-#map_189244791.png#.png,boundary,./patches_50_meters/patch-1287-2607-1320-2640-#map_189244791.png#.png,map_189244791.png,"(1287, 2607, 1320, 2640)"
patch-1518-2508-1551-2541-#map_189244791.png#.png,no_boundary,./patches_50_meters/patch-1518-2508-1551-2541-#map_189244791.png#.png,map_189244791.png,"(1518, 2508, 1551, 2541)"
patch-2079-1617-2112-1650-#map_189244791.png#.png,boundary,./patches_50_meters/patch-2079-1617-2112-1650-#map_189244791.png#.png,map_189244791.png,"(2079, 1617, 2112, 1650)"
patch-2904-594-2937-627-#map_189244791.png#.png,no_boundary,./patches_50_meters/patch-2904-594-2937-627-#map_189244791.png#.png,map_189244791.png,"(2904, 594, 2937, 627)"
patch-3267-2937-3300-2970-#map_189244791.png#.png,no_boundary,./patches_50_meters/patch-3267-2937-3300-2970-#map_189244791.png#.png,map_189244791.png,"(3267, 2937, 3300, 2970)"
patch-3333-1485-3366-1518-#map_189244791.png#.png,boundary,./patches_50_meters/patch-3333-1485-3366-1518-#map_189244791.png#.png,map_189244791.png,"(3333, 1485, 3366, 1518)"
patch-3366-1155-3399-1188-#map_189244791.png#.png,boundary,./patches_50_meters/patch-3366-1155-3399-1188-#map_189244791.png#.png,map_189244791.png,"(3366, 1155, 3399, 1188)"
patch-132-2541-165-2574-#map_189244809.png#.png,no_boundary,./patches_50_meters/patch-132-2541-165-2574-#map_189244809.png#.png,map_189244809.png,"(132, 2541, 165, 2574)"
patch-198-1617-231-1650-#map_189244809.png#.png,boundary,./patches_50_meters/patch-198-1617-231-1650-#map_189244809.png#.png,map_189244809.png,"(198, 1617, 231, 1650)"
patch-1353-2046-1386-2079-#map_189244809.png#.png,boundary,./patches_50_meters/patch-1353-2046-1386-2079-#map_189244809.png#.png,map_189244809.png,"(1353, 2046, 1386, 2079)"
patch-3069-1089-3102-1122-#map_189244809.png#.png,no_boundary,./patches_50_meters/patch-3069-1089-3102-1122-#map_189244809.png#.png,map_189244809.png,"(3069, 1089, 3102, 1122)"
patch-3531-1056-3564-1089-#map_189244809.png#.png,no_boundary,./patches_50_meters/patch-3531-1056-3564-1089-#map_189244809.png#.png,map_189244809.png,"(3531, 1056, 3564, 1089)"
patch-3630-2277-3663-2310-#map_189244809.png#.png,no_boundary,./patches_50_meters/patch-3630-2277-3663-2310-#map_189244809.png#.png,map_189244809.png,"(3630, 2277, 3663, 2310)"
patch-3696-2277-3729-2310-#map_189244809.png#.png,boundary,./patches_50_meters/patch-3696-2277-3729-2310-#map_189244809.png#.png,map_189244809.png,"(3696, 2277, 3729, 2310)"
patch-363-1518-396-1551-#map_189244818.png#.png,boundary,./patches_50_meters/patch-363-1518-396-1551-#map_189244818.png#.png,map_189244818.png,"(363, 1518, 396, 1551)"
patch-528-2838-561-2871-#map_189244818.png#.png,no_boundary,./patches_50_meters/patch-528-2838-561-2871-#map_189244818.png#.png,map_189244818.png,"(528, 2838, 561, 2871)"
patch-594-1023-627-1056-#map_189244818.png#.png,no_boundary,./patches_50_meters/patch-594-1023-627-1056-#map_189244818.png#.png,map_189244818.png,"(594, 1023, 627, 1056)"
patch-2013-2706-2046-2739-#map_189244818.png#.png,no_boundary,./patches_50_meters/patch-2013-2706-2046-2739-#map_189244818.png#.png,map_189244818.png,"(2013, 2706, 2046, 2739)"
patch-2244-3531-2277-3564-#map_189244818.png#.png,no_boundary,./patches_50_meters/patch-2244-3531-2277-3564-#map_189244818.png#.png,map_189244818.png,"(2244, 3531, 2277, 3564)"
patch-363-3069-396-3102-#map_189244827.png#.png,boundary,./patches_50_meters/patch-363-3069-396-3102-#map_189244827.png#.png,map_189244827.png,"(363, 3069, 396, 3102)"
patch-627-1683-660-1716-#map_189244827.png#.png,boundary,./patches_50_meters/patch-627-1683-660-1716-#map_189244827.png#.png,map_189244827.png,"(627, 1683, 660, 1716)"
patch-1485-2970-1518-3003-#map_189244827.png#.png,no_boundary,./patches_50_meters/patch-1485-2970-1518-3003-#map_189244827.png#.png,map_189244827.png,"(1485, 2970, 1518, 3003)"
patch-2508-1617-2541-1650-#map_189244827.png#.png,boundary,./patches_50_meters/patch-2508-1617-2541-1650-#map_189244827.png#.png,map_189244827.png,"(2508, 1617, 2541, 1650)"
patch-99-3069-132-3102-#map_189244836.png#.png,no_boundary,./patches_50_meters/patch-99-3069-132-3102-#map_189244836.png#.png,map_189244836.png,"(99, 3069, 132, 3102)"
patch-132-3234-165-3267-#map_189244836.png#.png,boundary,./patches_50_meters/patch-132-3234-165-3267-#map_189244836.png#.png,map_189244836.png,"(132, 3234, 165, 3267)"
patch-297-1584-330-1617-#map_189244836.png#.png,no_boundary,./patches_50_meters/patch-297-1584-330-1617-#map_189244836.png#.png,map_189244836.png,"(297, 1584, 330, 1617)"
patch-2013-297-2046-330-#map_189244836.png#.png,no_boundary,./patches_50_meters/patch-2013-297-2046-330-#map_189244836.png#.png,map_189244836.png,"(2013, 297, 2046, 330)"
patch-2013-396-2046-429-#map_189244836.png#.png,no_boundary,./patches_50_meters/patch-2013-396-2046-429-#map_189244836.png#.png,map_189244836.png,"(2013, 396, 2046, 429)"
patch-2145-1914-2178-1947-#map_189244836.png#.png,no_boundary,./patches_50_meters/patch-2145-1914-2178-1947-#map_189244836.png#.png,map_189244836.png,"(2145, 1914, 2178, 1947)"
patch-2475-1650-2508-1683-#map_189244836.png#.png,no_boundary,./patches_50_meters/patch-2475-1650-2508-1683-#map_189244836.png#.png,map_189244836.png,"(2475, 1650, 2508, 1683)"
patch-2805-3168-2838-3201-#map_189244836.png#.png,boundary,./patches_50_meters/patch-2805-3168-2838-3201-#map_189244836.png#.png,map_189244836.png,"(2805, 3168, 2838, 3201)"
patch-3168-1155-3201-1188-#map_189244836.png#.png,boundary,./patches_50_meters/patch-3168-1155-3201-1188-#map_189244836.png#.png,map_189244836.png,"(3168, 1155, 3201, 1188)"
patch-3366-2343-3399-2376-#map_189244836.png#.png,no_boundary,./patches_50_meters/patch-3366-2343-3399-2376-#map_189244836.png#.png,map_189244836.png,"(3366, 2343, 3399, 2376)"
patch-3498-2673-3531-2706-#map_189244836.png#.png,boundary,./patches_50_meters/patch-3498-2673-3531-2706-#map_189244836.png#.png,map_189244836.png,"(3498, 2673, 3531, 2706)"
patch-66-3234-99-3267-#map_189244845.png#.png,no_boundary,./patches_50_meters/patch-66-3234-99-3267-#map_189244845.png#.png,map_189244845.png,"(66, 3234, 99, 3267)"
patch-363-2805-396-2838-#map_189244845.png#.png,no_boundary,./patches_50_meters/patch-363-2805-396-2838-#map_189244845.png#.png,map_189244845.png,"(363, 2805, 396, 2838)"
patch-1188-2475-1221-2508-#map_189244845.png#.png,boundary,./patches_50_meters/patch-1188-2475-1221-2508-#map_189244845.png#.png,map_189244845.png,"(1188, 2475, 1221, 2508)"
patch-1287-594-1320-627-#map_189244845.png#.png,no_boundary,./patches_50_meters/patch-1287-594-1320-627-#map_189244845.png#.png,map_189244845.png,"(1287, 594, 1320, 627)"
patch-1287-3399-1320-3432-#map_189244845.png#.png,boundary,./patches_50_meters/patch-1287-3399-1320-3432-#map_189244845.png#.png,map_189244845.png,"(1287, 3399, 1320, 3432)"
patch-1650-3003-1683-3036-#map_189244845.png#.png,boundary,./patches_50_meters/patch-1650-3003-1683-3036-#map_189244845.png#.png,map_189244845.png,"(1650, 3003, 1683, 3036)"
patch-0-1122-33-1155-#map_189244866.png#.png,no_boundary,./patches_50_meters/patch-0-1122-33-1155-#map_189244866.png#.png,map_189244866.png,"(0, 1122, 33, 1155)"
patch-33-2871-66-2904-#map_189244866.png#.png,boundary,./patches_50_meters/patch-33-2871-66-2904-#map_189244866.png#.png,map_189244866.png,"(33, 2871, 66, 2904)"
patch-330-2013-363-2046-#map_189244866.png#.png,no_boundary,./patches_50_meters/patch-330-2013-363-2046-#map_189244866.png#.png,map_189244866.png,"(330, 2013, 363, 2046)"
patch-429-462-462-495-#map_189244866.png#.png,boundary,./patches_50_meters/patch-429-462-462-495-#map_189244866.png#.png,map_189244866.png,"(429, 462, 462, 495)"
patch-825-1254-858-1287-#map_189244866.png#.png,boundary,./patches_50_meters/patch-825-1254-858-1287-#map_189244866.png#.png,map_189244866.png,"(825, 1254, 858, 1287)"
patch-891-3564-924-3584-#map_189244866.png#.png,no_boundary,./patches_50_meters/patch-891-3564-924-3584-#map_189244866.png#.png,map_189244866.png,"(891, 3564, 924, 3584)"
patch-990-2937-1023-2970-#map_189244866.png#.png,no_boundary,./patches_50_meters/patch-990-2937-1023-2970-#map_189244866.png#.png,map_189244866.png,"(990, 2937, 1023, 2970)"
patch-1122-1518-1155-1551-#map_189244866.png#.png,no_boundary,./patches_50_meters/patch-1122-1518-1155-1551-#map_189244866.png#.png,map_189244866.png,"(1122, 1518, 1155, 1551)"
patch-1419-297-1452-330-#map_189244866.png#.png,no_boundary,./patches_50_meters/patch-1419-297-1452-330-#map_189244866.png#.png,map_189244866.png,"(1419, 297, 1452, 330)"
patch-1419-2244-1452-2277-#map_189244866.png#.png,boundary,./patches_50_meters/patch-1419-2244-1452-2277-#map_189244866.png#.png,map_189244866.png,"(1419, 2244, 1452, 2277)"
patch-1485-3564-1518-3584-#map_189244866.png#.png,no_boundary,./patches_50_meters/patch-1485-3564-1518-3584-#map_189244866.png#.png,map_189244866.png,"(1485, 3564, 1518, 3584)"
patch-2079-2574-2112-2607-#map_189244866.png#.png,boundary,./patches_50_meters/patch-2079-2574-2112-2607-#map_189244866.png#.png,map_189244866.png,"(2079, 2574, 2112, 2607)"
patch-2178-2673-2211-2706-#map_189244866.png#.png,no_boundary,./patches_50_meters/patch-2178-2673-2211-2706-#map_189244866.png#.png,map_189244866.png,"(2178, 2673, 2211, 2706)"
patch-0-2805-33-2838-#map_189244878.png#.png,no_boundary,./patches_50_meters/patch-0-2805-33-2838-#map_189244878.png#.png,map_189244878.png,"(0, 2805, 33, 2838)"
patch-231-1782-264-1815-#map_189244878.png#.png,boundary,./patches_50_meters/patch-231-1782-264-1815-#map_189244878.png#.png,map_189244878.png,"(231, 1782, 264, 1815)"
patch-627-1980-660-2013-#map_189244878.png#.png,boundary,./patches_50_meters/patch-627-1980-660-2013-#map_189244878.png#.png,map_189244878.png,"(627, 1980, 660, 2013)"
patch-990-2112-1023-2145-#map_189244878.png#.png,no_boundary,./patches_50_meters/patch-990-2112-1023-2145-#map_189244878.png#.png,map_189244878.png,"(990, 2112, 1023, 2145)"
patch-1089-759-1122-792-#map_189244878.png#.png,boundary,./patches_50_meters/patch-1089-759-1122-792-#map_189244878.png#.png,map_189244878.png,"(1089, 759, 1122, 792)"
patch-1485-1056-1518-1089-#map_189244878.png#.png,boundary,./patches_50_meters/patch-1485-1056-1518-1089-#map_189244878.png#.png,map_189244878.png,"(1485, 1056, 1518, 1089)"
patch-1518-231-1551-264-#map_189244878.png#.png,no_boundary,./patches_50_meters/patch-1518-231-1551-264-#map_189244878.png#.png,map_189244878.png,"(1518, 231, 1551, 264)"
patch-1716-1716-1749-1749-#map_189244878.png#.png,boundary,./patches_50_meters/patch-1716-1716-1749-1749-#map_189244878.png#.png,map_189244878.png,"(1716, 1716, 1749, 1749)"
patch-1947-2013-1980-2046-#map_189244878.png#.png,boundary,./patches_50_meters/patch-1947-2013-1980-2046-#map_189244878.png#.png,map_189244878.png,"(1947, 2013, 1980, 2046)"
patch-2343-2310-2376-2343-#map_189244878.png#.png,no_boundary,./patches_50_meters/patch-2343-2310-2376-2343-#map_189244878.png#.png,map_189244878.png,"(2343, 2310, 2376, 2343)"
patch-2376-1848-2409-1881-#map_189244878.png#.png,boundary,./patches_50_meters/patch-2376-1848-2409-1881-#map_189244878.png#.png,map_189244878.png,"(2376, 1848, 2409, 1881)"
patch-2574-1518-2607-1551-#map_189244878.png#.png,no_boundary,./patches_50_meters/patch-2574-1518-2607-1551-#map_189244878.png#.png,map_189244878.png,"(2574, 1518, 2607, 1551)"
patch-2772-3201-2805-3234-#map_189244878.png#.png,boundary,./patches_50_meters/patch-2772-3201-2805-3234-#map_189244878.png#.png,map_189244878.png,"(2772, 3201, 2805, 3234)"
patch-3366-264-3399-297-#map_189244878.png#.png,boundary,./patches_50_meters/patch-3366-264-3399-297-#map_189244878.png#.png,map_189244878.png,"(3366, 264, 3399, 297)"
patch-3564-33-3584-66-#map_189244878.png#.png,no_boundary,./patches_50_meters/patch-3564-33-3584-66-#map_189244878.png#.png,map_189244878.png,"(3564, 33, 3584, 66)"
patch-594-3333-627-3366-#map_189245124.png#.png,no_boundary,./patches_50_meters/patch-594-3333-627-3366-#map_189245124.png#.png,map_189245124.png,"(594, 3333, 627, 3366)"
patch-990-2013-1023-2046-#map_189245124.png#.png,no_boundary,./patches_50_meters/patch-990-2013-1023-2046-#map_189245124.png#.png,map_189245124.png,"(990, 2013, 1023, 2046)"
patch-1254-3498-1287-3531-#map_189245124.png#.png,no_boundary,./patches_50_meters/patch-1254-3498-1287-3531-#map_189245124.png#.png,map_189245124.png,"(1254, 3498, 1287, 3531)"
patch-2178-2409-2211-2442-#map_189245124.png#.png,boundary,./patches_50_meters/patch-2178-2409-2211-2442-#map_189245124.png#.png,map_189245124.png,"(2178, 2409, 2211, 2442)"
patch-2541-693-2574-726-#map_189245124.png#.png,no_boundary,./patches_50_meters/patch-2541-693-2574-726-#map_189245124.png#.png,map_189245124.png,"(2541, 693, 2574, 726)"
patch-2772-462-2805-495-#map_189245124.png#.png,no_boundary,./patches_50_meters/patch-2772-462-2805-495-#map_189245124.png#.png,map_189245124.png,"(2772, 462, 2805, 495)"
patch-2937-231-2970-264-#map_189245124.png#.png,boundary,./patches_50_meters/patch-2937-231-2970-264-#map_189245124.png#.png,map_189245124.png,"(2937, 231, 2970, 264)"
patch-3003-3069-3036-3102-#map_189245124.png#.png,no_boundary,./patches_50_meters/patch-3003-3069-3036-3102-#map_189245124.png#.png,map_189245124.png,"(3003, 3069, 3036, 3102)"
patch-3234-2904-3267-2937-#map_189245124.png#.png,boundary,./patches_50_meters/patch-3234-2904-3267-2937-#map_189245124.png#.png,map_189245124.png,"(3234, 2904, 3267, 2937)"
patch-528-1848-561-1881-#map_189245130.png#.png,boundary,./patches_50_meters/patch-528-1848-561-1881-#map_189245130.png#.png,map_189245130.png,"(528, 1848, 561, 1881)"
patch-528-2013-561-2046-#map_189245130.png#.png,no_boundary,./patches_50_meters/patch-528-2013-561-2046-#map_189245130.png#.png,map_189245130.png,"(528, 2013, 561, 2046)"
patch-1221-1584-1254-1617-#map_189245130.png#.png,boundary,./patches_50_meters/patch-1221-1584-1254-1617-#map_189245130.png#.png,map_189245130.png,"(1221, 1584, 1254, 1617)"
patch-1848-495-1881-528-#map_189245130.png#.png,no_boundary,./patches_50_meters/patch-1848-495-1881-528-#map_189245130.png#.png,map_189245130.png,"(1848, 495, 1881, 528)"
patch-2442-2013-2475-2046-#map_189245130.png#.png,boundary,./patches_50_meters/patch-2442-2013-2475-2046-#map_189245130.png#.png,map_189245130.png,"(2442, 2013, 2475, 2046)"
patch-2541-1782-2574-1815-#map_189245130.png#.png,no_boundary,./patches_50_meters/patch-2541-1782-2574-1815-#map_189245130.png#.png,map_189245130.png,"(2541, 1782, 2574, 1815)"
patch-2706-627-2739-660-#map_189245130.png#.png,no_boundary,./patches_50_meters/patch-2706-627-2739-660-#map_189245130.png#.png,map_189245130.png,"(2706, 627, 2739, 660)"
patch-3201-3333-3234-3366-#map_189245130.png#.png,no_boundary,./patches_50_meters/patch-3201-3333-3234-3366-#map_189245130.png#.png,map_189245130.png,"(3201, 3333, 3234, 3366)"
patch-3267-2508-3300-2541-#map_189245130.png#.png,boundary,./patches_50_meters/patch-3267-2508-3300-2541-#map_189245130.png#.png,map_189245130.png,"(3267, 2508, 3300, 2541)"
patch-3531-3564-3564-3597-#map_189245130.png#.png,boundary,./patches_50_meters/patch-3531-3564-3564-3597-#map_189245130.png#.png,map_189245130.png,"(3531, 3564, 3564, 3597)"
patch-363-561-396-594-#map_189245136.png#.png,boundary,./patches_50_meters/patch-363-561-396-594-#map_189245136.png#.png,map_189245136.png,"(363, 561, 396, 594)"
patch-1188-3432-1221-3465-#map_189245136.png#.png,no_boundary,./patches_50_meters/patch-1188-3432-1221-3465-#map_189245136.png#.png,map_189245136.png,"(1188, 3432, 1221, 3465)"
patch-2013-2244-2046-2277-#map_189245136.png#.png,boundary,./patches_50_meters/patch-2013-2244-2046-2277-#map_189245136.png#.png,map_189245136.png,"(2013, 2244, 2046, 2277)"
patch-2574-3300-2607-3333-#map_189245136.png#.png,boundary,./patches_50_meters/patch-2574-3300-2607-3333-#map_189245136.png#.png,map_189245136.png,"(2574, 3300, 2607, 3333)"
patch-2838-3234-2871-3267-#map_189245136.png#.png,no_boundary,./patches_50_meters/patch-2838-3234-2871-3267-#map_189245136.png#.png,map_189245136.png,"(2838, 3234, 2871, 3267)"
patch-3630-2211-3663-2244-#map_189245136.png#.png,boundary,./patches_50_meters/patch-3630-2211-3663-2244-#map_189245136.png#.png,map_189245136.png,"(3630, 2211, 3663, 2244)"
patch-3795-2739-3828-2772-#map_189245136.png#.png,boundary,./patches_50_meters/patch-3795-2739-3828-2772-#map_189245136.png#.png,map_189245136.png,"(3795, 2739, 3828, 2772)"
patch-0-198-33-231-#map_189245148.png#.png,no_boundary,./patches_50_meters/patch-0-198-33-231-#map_189245148.png#.png,map_189245148.png,"(0, 198, 33, 231)"
patch-495-1980-528-2013-#map_189245148.png#.png,no_boundary,./patches_50_meters/patch-495-1980-528-2013-#map_189245148.png#.png,map_189245148.png,"(495, 1980, 528, 2013)"
patch-561-3531-594-3564-#map_189245148.png#.png,boundary,./patches_50_meters/patch-561-3531-594-3564-#map_189245148.png#.png,map_189245148.png,"(561, 3531, 594, 3564)"
patch-1386-891-1419-924-#map_189245148.png#.png,boundary,./patches_50_meters/patch-1386-891-1419-924-#map_189245148.png#.png,map_189245148.png,"(1386, 891, 1419, 924)"
patch-1881-2838-1914-2871-#map_189245148.png#.png,boundary,./patches_50_meters/patch-1881-2838-1914-2871-#map_189245148.png#.png,map_189245148.png,"(1881, 2838, 1914, 2871)"
patch-1980-792-2013-825-#map_189245148.png#.png,no_boundary,./patches_50_meters/patch-1980-792-2013-825-#map_189245148.png#.png,map_189245148.png,"(1980, 792, 2013, 825)"
patch-2178-3234-2211-3267-#map_189245148.png#.png,boundary,./patches_50_meters/patch-2178-3234-2211-3267-#map_189245148.png#.png,map_189245148.png,"(2178, 3234, 2211, 3267)"
patch-2574-1716-2607-1749-#map_189245148.png#.png,no_boundary,./patches_50_meters/patch-2574-1716-2607-1749-#map_189245148.png#.png,map_189245148.png,"(2574, 1716, 2607, 1749)"
patch-2904-1122-2937-1155-#map_189245148.png#.png,no_boundary,./patches_50_meters/patch-2904-1122-2937-1155-#map_189245148.png#.png,map_189245148.png,"(2904, 1122, 2937, 1155)"
patch-2970-3102-3003-3135-#map_189245148.png#.png,no_boundary,./patches_50_meters/patch-2970-3102-3003-3135-#map_189245148.png#.png,map_189245148.png,"(2970, 3102, 3003, 3135)"
patch-3135-2376-3168-2409-#map_189245148.png#.png,no_boundary,./patches_50_meters/patch-3135-2376-3168-2409-#map_189245148.png#.png,map_189245148.png,"(3135, 2376, 3168, 2409)"
patch-3168-1221-3201-1254-#map_189245148.png#.png,boundary,./patches_50_meters/patch-3168-1221-3201-1254-#map_189245148.png#.png,map_189245148.png,"(3168, 1221, 3201, 1254)"
patch-3234-1947-3267-1980-#map_189245148.png#.png,no_boundary,./patches_50_meters/patch-3234-1947-3267-1980-#map_189245148.png#.png,map_189245148.png,"(3234, 1947, 3267, 1980)"
patch-3333-3366-3366-3399-#map_189245148.png#.png,boundary,./patches_50_meters/patch-3333-3366-3366-3399-#map_189245148.png#.png,map_189245148.png,"(3333, 3366, 3366, 3399)"
patch-429-1914-462-1947-#map_189245154.png#.png,boundary,./patches_50_meters/patch-429-1914-462-1947-#map_189245154.png#.png,map_189245154.png,"(429, 1914, 462, 1947)"
patch-528-330-561-363-#map_189245154.png#.png,no_boundary,./patches_50_meters/patch-528-330-561-363-#map_189245154.png#.png,map_189245154.png,"(528, 330, 561, 363)"
patch-858-2739-891-2772-#map_189245154.png#.png,no_boundary,./patches_50_meters/patch-858-2739-891-2772-#map_189245154.png#.png,map_189245154.png,"(858, 2739, 891, 2772)"
patch-1122-1056-1155-1089-#map_189245154.png#.png,no_boundary,./patches_50_meters/patch-1122-1056-1155-1089-#map_189245154.png#.png,map_189245154.png,"(1122, 1056, 1155, 1089)"
